"","SampleID","StationCode","Intolerant_PercentTaxa","Clinger_Taxa","Noninsect_PercentTaxa","Ephemeroptera_Taxa","Plecoptera_PercentTaxa","Trichoptera_Taxa","Shredder_Taxa"
"1","404S02920_20090512","404S02920",0,2,0.666666666666667,12,1,12,12
"2","404S02920_SCCWRP_20090512","404S02920",0,5,0.363636363636364,22,1,22,22
"3","404S03048_20090513","404S03048",0,1,0.357142857142857,13,1,14,14
"4","404S03048_SCCWRP_20090513","404S03048",0,4,0.178571428571429,27,1,28,28
"5","404S05992_20090512","404S05992",0,1,0.5,8,1,10,10
"6","404S05992_SCCWRP_20090512","404S05992",0,2,0.3125,14,1,16,16
"7","404S06456_20090514","404S06456",3,6,0.333333333333333,25,1,25,30
"8","404S06456_SCCWRP_20090514","404S06456",3,11,0.232558139534884,38,1,38,43
"9","404S08040_20090512","404S08040",0,0,0.363636363636364,11,1,11,11
"10","404S08040_SCCWRP_20090512","404S08040",0,4,0.173913043478261,23,1,23,23
"11","404S08616_20090513","404S08616",0,0,0.6,10,1,10,10
"12","404S08616_dup_20090513","404S08616",0,0,0.444444444444444,9,1,9,9
"13","404S08616_dup_SCCWRP_20090513","404S08616",0,1,0.352941176470588,17,1,17,17
"14","404S08616_SCCWRP_20090513","404S08616",0,2,0.210526315789474,19,1,19,19
"15","404S11406_20090511","404S11406",1,2,0.375,11,1,15,16
"16","404S11406_SCCWRP_20090511","404S11406",1,4,0.260869565217391,18,1,22,23
"17","404S16516_20090518","404S16516",0,3,0.461538461538462,13,1,12,13
"18","404S16516_SCCWRP_20090518","404S16516",0,7,0.222222222222222,27,1,26,27
"19","404S17266_20090519","404S17266",0,2,0.3125,14,1,15,16
"20","404S17266_SCCWRP_20090519","404S17266",0,4,0.185185185185185,25,1,26,27
"21","404S17664_20090520","404S17664",0,2,0.388888888888889,18,1,17,18
"22","404S17664_SCCWRP_20090520","404S17664",0,2,0.318181818181818,22,1,21,22
"23","404S22464_20090519","404S22464",0,1,0.444444444444444,8,1,9,9
"24","404S22464_SCCWRP_20090519","404S22464",0,2,0.333333333333333,11,1,12,12
"25","AS19_1_20100502","AS19",6,12,0.181818181818182,38,0.954545454545455,34,44
"26","AS19_200110","AS19",3,13,0.172413793103448,27,1,20,29
"27","AS19_2002Fall","AS19",6,15,0.259259259259259,49,0.981481481481482,45,54
"28","AS19_2002Spring","AS19",7,18,0.22,47,0.96,38,50
"29","AS19_2003Fall","AS19",7,16,0.224489795918367,46,0.979591836734694,40,49
"30","AS19_2003Spring","AS19",7,14,0.159090909090909,40,0.977272727272727,31,44
"31","AS19_2005Winter","AS19",7,16,0.242424242424242,31,0.96969696969697,24,33
"32","AS19_2006","AS19",4,9,0.290322580645161,28,1,24,31
"33","AS19_2008","AS19",4,12,0.205882352941176,30,0.941176470588235,24,34
"34","AS19_20090611","AS19",4,11,0.282051282051282,34,0.948717948717949,31,39
"35","AS19_HTB_20110607","AS19",3,7,0.333333333333333,27,0.966666666666667,22,30
"36","CC11_1_20100503","CC11",1,3,0.181818181818182,19,0.954545454545455,20,22
"37","CC11_2_20100503","CC11",1,4,0.241379310344828,26,0.96551724137931,27,29
"38","CC11_200010","CC11",2,2,0.181818181818182,11,0.909090909090909,10,11
"39","CC11_200104","CC11",6,13,0.184210526315789,35,0.947368421052632,30,38
"40","CC11_200110","CC11",4,11,0.142857142857143,32,0.971428571428571,27,35
"41","CC11_2002Spring","CC11",5,11,0.214285714285714,37,0.952380952380952,33,42
"42","CC11_2003Spring","CC11",1,4,0.227272727272727,19,1,19,22
"43","CC11_2006","CC11",5,8,0.222222222222222,23,0.925925925925926,22,27
"44","CC11_20090609","CC11",6,9,0.27027027027027,34,0.945945945945946,29,37
"45","CC11_HTB_20110615","CC11",6,9,0.272727272727273,31,0.939393939393939,25,33
"46","CC2_1_20100503","CC2",0,3,0.333333333333333,17,1,15,18
"47","CC2_200104","CC2",4,10,0.228571428571429,32,0.971428571428571,29,35
"48","CC2_200110","CC2",4,12,0.16,23,1,16,25
"49","CC2_2002Spring","CC2",6,10,0.27906976744186,39,0.953488372093023,36,43
"50","CC2_2003Spring","CC2",2,9,0.242424242424242,30,0.96969696969697,28,33
"51","CC2_2005Winter","CC2",4,5,0.347826086956522,20,0.956521739130435,19,23
"52","CC2_2006","CC2",1,7,0.375,21,1,18,24
"53","CC2_20090608","CC2",3,5,0.416666666666667,22,1,19,24
"54","CC2_dup_2005Winter","CC2",3,7,0.285714285714286,18,1,16,21
"55","CC2_dup_2006","CC2",3,9,0.344827586206897,26,1,22,29
"56","CC2_HTB_20110616","CC2",3,6,0.35,19,0.95,15,20
"57","CC3_1_20100503","CC3",14,15,0.0952380952380952,39,0.904761904761905,34,42
"58","CC3_200010","CC3",10,11,0.175,35,0.95,32,40
"59","CC3_200104","CC3",12,17,0.113636363636364,42,0.909090909090909,32,44
"60","CC3_200110","CC3",10,12,0.153846153846154,36,0.948717948717949,30,39
"61","CC3_2002Fall","CC3",7,16,0.148936170212766,42,0.957446808510638,36,47
"62","CC3_2002Spring","CC3",15,18,0.14,47,0.92,41,50
"63","CC3_2003Fall","CC3",6,10,0.0967741935483871,28,0.935483870967742,26,31
"64","CC3_2003Spring","CC3",12,17,0.0434782608695652,42,0.934782608695652,35,46
"65","CC3_2005Winter","CC3",5,7,0.136363636363636,20,0.909090909090909,16,22
"66","CC3_2006","CC3",9,10,0.161290322580645,30,0.935483870967742,24,31
"67","CC3_2008","CC3",4,10,0.161290322580645,28,0.967741935483871,24,31
"68","CC3_20090610","CC3",7,15,0.129032258064516,29,0.967741935483871,23,31
"69","CC3_dup_20090610","CC3",10,16,0.181818181818182,42,0.931818181818182,35,44
"70","CC3_HTB_20110615","CC3",6,10,0.115384615384615,24,0.923076923076923,20,26
"71","CH6_1_20100505","CH6",0,1,0.238095238095238,21,1,21,21
"72","CH6_200104","CH6",2,4,0.15625,30,0.96875,28,32
"73","CH6_200110","CH6",2,4,0.235294117647059,33,0.970588235294118,30,34
"74","CH6_2002Spring","CH6",3,3,0.2,31,0.971428571428571,31,35
"75","CH6_2003Spring","CH6",1,4,0.241379310344828,28,0.96551724137931,27,29
"76","CH6_2005Winter","CH6",1,2,0.210526315789474,17,0.947368421052632,17,19
"77","CH6_2006","CH6",1,3,0.235294117647059,17,0.941176470588235,14,17
"78","HTB1_200005","MC1",0,8,0.25,17,1,16,20
"79","HTB11_200005","CC11",4,8,0.175,35,1,35,40
"80","HTB2_200005","CC2",4,11,0.212121212121212,30,0.96969696969697,24,33
"81","HTB3_200005","CC3",15,15,0.191489361702128,44,0.936170212765957,37,47
"82","HTB5_200005","LV5",0,7,0.285714285714286,20,1,18,21
"83","HTB7_200005","MD7",0,4,0.333333333333333,17,1,16,18
"84","HTB9_200005","MC15",1,7,0.318181818181818,19,1,18,22
"85","HV_2005Spring","HV",0,1,0.1875,13,1,16,16
"86","LACFCD15_2003","LACFCD15",0,2,0.666666666666667,12,1,11,12
"87","LACFCD15_2004","LACFCD15",0,2,0.466666666666667,14,1,14,15
"88","LACFCD15_2005","LACFCD15",0,1,0.538461538461538,12,1,13,13
"89","LACFCD15_2006","LACFCD15",0,0,0.5,10,1,10,10
"90","LACFCD15_2007","LACFCD15",0,1,0.545454545454545,11,1,10,11
"91","LACFCD15_2008","LACFCD15",0,2,0.466666666666667,14,1,14,15
"92","LACFCD16_2005","LACFCD16",1,2,0.206896551724138,26,0.96551724137931,27,29
"93","LACFCD16_2006","LACFCD16",0,1,0.15,19,1,20,20
"94","LACFCD16_2007","LACFCD16",0,1,0.0714285714285714,14,1,14,14
"95","LACFCD16_2008","LACFCD16",0,1,0,6,1,6,6
"96","LACFCD17_2003","LACFCD17",5,8,0.258064516129032,29,0.935483870967742,27,31
"97","LACFCD17_2004","LACFCD17",8,11,0.222222222222222,33,0.944444444444444,28,36
"98","LACFCD17_2005","LACFCD17",10,11,0.107142857142857,26,0.928571428571429,20,28
"99","LACFCD17_2006","LACFCD17",9,11,0.129032258064516,28,0.903225806451613,22,31
"100","LACFCD17_2007","LACFCD17",6,9,0.236842105263158,36,0.947368421052632,31,38
"101","LACFCD17_2008","LACFCD17",10,10,0.212121212121212,31,0.909090909090909,28,33
"102","LACFCD18_2003","LACFCD18",0,0,0.46875,29,1,31,32
"103","LACFCD18_2005","LACFCD18",4,4,0.307692307692308,26,0.961538461538462,23,26
"104","LACFCD18_2006","LACFCD18",0,1,0.576923076923077,26,1,26,26
"105","LACFCD18_2007","LACFCD18",0,0,0.428571428571429,27,1,27,28
"106","LACFCD18_2008","LACFCD18",4,3,0.448275862068966,27,0.931034482758621,27,29
"107","LACFCDSMC01172 DUP_2009","SMC01172",3,6,0.157894736842105,36,1,36,38
"108","LACFCDSMC01172_2009","SMC01172",4,7,0.2,39,1,36,40
"109","LACFCDSMC01384_2009","SMC01384",1,8,0.264705882352941,31,1,29,34
"110","LACFCDSMC01550_2009","SMC01550",3,7,0.146341463414634,40,1,38,41
"111","LACFCDSMC01640_2009","SMC01640",0,3,0.1,10,1,10,10
"112","LC18_2003Fall","LC18",5,11,0.189189189189189,33,0.972972972972973,29,37
"113","LC18_20090611","LC18",4,11,0.303030303030303,31,0.96969696969697,24,33
"114","LC18_HTB_20110622","LC18",4,10,0.303030303030303,31,0.96969696969697,25,33
"115","LCC18_2003Spring","LC18",6,13,0.175,36,0.975,30,40
"116","LCH18_1_20100502","LC18",2,11,0.285714285714286,33,0.971428571428571,29,35
"117","LCH18_200110","LC18",8,15,0.2,42,0.977777777777778,35,45
"118","LCH18_2002Fall","LC18",7,13,0.244444444444444,42,0.977777777777778,36,45
"119","LCH18_2002Spring","LC18",7,12,0.191489361702128,43,0.978723404255319,39,47
"120","LCH18_2005Winter","LC18",4,9,0.225806451612903,28,0.967741935483871,24,31
"121","LCH18_2006","LC18",0,3,0.470588235294118,16,1,15,17
"122","LIN1_2005Fall","LIN1",0,1,0.4375,13,1,16,16
"123","LIN1_2005Spring","LIN1",0,1,0.6,14,1,15,15
"124","LV1_2005Fall","LV1",1,2,0.333333333333333,24,0.958333333333333,23,24
"125","LV1_2005Spring","LV1",0,3,0.25,19,1,18,20
"126","LV13_1_20100503","LV13",0,1,0.363636363636364,10,1,11,11
"127","LV13_2005Winter","LV13",0,2,0.4,14,1,14,15
"128","LV13_2006","LV13",0,3,0.375,15,1,15,16
"129","LV13_20090522","LV13",0,2,0.615384615384615,12,1,12,13
"130","LV17_site9_200104","LV9",2,3,0.342105263157895,36,0.973684210526316,36,38
"131","LV2_2005Fall","LV2",0,2,0.6,9,1,9,10
"132","LV2_2005Spring","LV2",0,2,0.3125,15,1,15,16
"133","LV5_1_20100504","LV5",0,2,0.454545454545455,10,1,10,11
"134","LV5_200010","LV5",1,7,0.304347826086957,21,1,19,23
"135","LV5_2005Winter","LV5",1,4,0.3125,15,1,12,16
"136","LV5_2006","LV5",1,3,0.611111111111111,17,1,16,18
"137","LV5_20090514","LV5",0,3,0.416666666666667,22,1,22,24
"138","LV5_dup_2005Winter","LV5",0,4,0.333333333333333,13,1,12,15
"139","LV5_dup_2006","LV5",0,3,0.352941176470588,16,1,15,17
"140","LV5_site5_200104","LV5",0,2,0.363636363636364,21,1,21,22
"141","LV5A_site13_200104","LV13",0,2,0.428571428571429,20,1,20,21
"142","LV9_1_20100505","LV9",1,1,0.227272727272727,22,0.954545454545455,22,22
"143","LV9_2005Winter","LV9",3,3,0.304347826086957,21,0.91304347826087,20,23
"144","LV9_2006","LV9",1,3,0.208333333333333,22,0.958333333333333,23,24
"145","LV9_20090520","LV9",1,4,0.166666666666667,29,0.966666666666667,27,30
"146","LV9_HTB_20110621","LV9",3,5,0.333333333333333,23,0.958333333333333,18,24
"147","LVC13_2002Fall","LV13",1,3,0.521739130434783,22,0.956521739130435,21,23
"148","LVC13_2002Spring","LV13",0,1,0.444444444444444,26,1,27,27
"149","LVC13_2003Fall","LV13",0,2,0.4,24,1,24,25
"150","LVC13_2003Spring","LV13",0,2,0.428571428571429,13,1,13,14
"151","LVC17_200110","LV9",3,5,0.25,35,0.972222222222222,31,36
"152","LVC5_200110","LV5",1,7,0.28,24,1,21,25
"153","LVC5_2002Fall","LV5",1,4,0.333333333333333,20,1,18,21
"154","LVC5_2002Spring","LV5",0,5,0.242424242424242,31,1,30,33
"155","LVC5_2003Fall","LV5",2,6,0.285714285714286,20,1,17,21
"156","LVC5_2003Spring","LV5",0,3,0.346153846153846,25,1,24,26
"157","LVC9_2002Fall","LV9",2,2,0.4375,32,0.96875,30,32
"158","LVC9_2002Spring","LV9",5,5,0.232558139534884,41,0.976744186046512,37,43
"159","LVC9_2003Spring","LV9",2,3,0.258064516129032,29,0.967741935483871,28,31
"160","MAL_2005Fall","MAL",0,3,0.380952380952381,18,1,19,21
"161","MAL_2005Spring","MAL",0,4,0.421052631578947,15,1,17,19
"162","MC1_1_20100502","MC1",0,2,0.466666666666667,11,1,14,15
"163","MC1_200010","MC1",3,6,0.481481481481481,25,1,24,27
"164","MC1_200110","MC1",2,9,0.388888888888889,33,1,30,36
"165","MC1_2002Spring","MC1",0,4,0.37037037037037,23,1,25,27
"166","MC1_2003Fall","MC1",1,3,0.433333333333333,27,1,28,30
"167","MC1_2003Spring","MC1",2,5,0.363636363636364,19,1,18,22
"168","MC1_2005Winter","MC1",0,3,0.421052631578947,16,1,18,19
"169","MC1_2006","MC1",1,4,0.36,22,1,21,25
"170","MC1_2008","MC1",1,3,0.428571428571429,11,1,11,14
"171","MC1_20090601","MC1",1,5,0.4,17,1,17,20
"172","MC1_20110614","MC1",1,6,0.28125,29,1,29,32
"173","MC12_1_20100504","MC12",0,2,0.444444444444444,8,1,8,9
"174","MC12_200010","MC12",0,7,0.511111111111111,44,1,41,45
"175","MC12_2002Fall","MC12",0,4,0.486486486486487,36,1,33,37
"176","MC12_2002Spring","MC12",0,6,0.4,19,1,17,20
"177","MC12_2003Fall","MC12",1,6,0.354838709677419,29,1,27,31
"178","MC12_2003Spring","MC12",1,4,0.411764705882353,16,1,14,17
"179","MC12_2005Winter","MC12",2,5,0.421052631578947,17,0.947368421052632,16,19
"180","MC12_2006","MC12",0,4,0.375,15,1,13,16
"181","MC12_20090605","MC12",0,1,0.611111111111111,17,1,17,18
"182","MC12_HTB_20110616","MC12",0,3,0.375,15,1,14,16
"183","MC12A_200110","MC12",1,9,0.333333333333333,36,1,32,39
"184","MC12A_site12_200104","MC12",1,5,0.5,17,1,15,18
"185","MC12B_2008","MC12",1,5,0.363636363636364,20,1,18,22
"186","MC15_1_20100503","MC15",0,1,0.6,9,1,9,10
"187","MC15_2002Fall","MC15",0,4,0.428571428571429,26,1,27,28
"188","MC15_2002Spring","MC15",2,5,0.333333333333333,27,1,25,30
"189","MC15_2003Fall","MC15",0,3,0.4,23,1,24,25
"190","MC15_2003Spring","MC15",2,5,0.222222222222222,16,1,14,18
"191","MC15_2006","MC15",1,4,0.407407407407407,25,1,24,27
"192","MC15_20090526","MC15",0,2,0.733333333333333,15,1,13,15
"193","MC15_HTB_20110623","MC15",1,5,0.4375,14,1,12,16
"194","MC1B_site1_200104","MC1",2,4,0.3125,14,0.9375,14,16
"195","MC9_site15_200104","MC15",1,3,0.260869565217391,21,1,20,23
"196","MCEPA1_20110614","MCEPA1",2,8,0.333333333333333,24,1,23,27
"197","MCEPA2_20110615","MCEPA2",1,7,0.285714285714286,20,1,18,21
"198","MCEPA3_20110615","MCEPA3",0,6,0.35,19,1,19,20
"199","MCEPA4_20110616","MCEPA4",0,7,0.28,23,1,23,25
"200","MD7_1_20100503","MD7",0,1,0.636363636363636,10,1,11,11
"201","MD7_200010","MD7",0,4,0.266666666666667,14,1,13,15
"202","MD7_2005Winter","MD7",0,1,0.545454545454545,10,1,11,11
"203","MD7_2006","MD7",0,2,0.428571428571429,13,1,13,14
"204","MD7_20090602","MD7",0,1,0.5,5,1,5,6
"205","MD7_site7_200104","MD7",0,1,0.611111111111111,17,1,18,18
"206","MDC21_2006","MDC21",0,1,0.5,9,1,10,10
"207","MDC7_200110","MD7",0,4,0.407407407407407,25,1,24,27
"208","MDC7_2002Spring","MD7",0,2,0.619047619047619,20,1,20,21
"209","MDC7_2003Fall","MD7",1,3,0.523809523809524,19,1,21,21
"210","MDC7_2003Spring","MD7",0,2,0.4,19,1,19,20
"211","MED1_2005Fall","MED1",0,0,0.7,10,1,10,10
"212","MED1_2005Spring","MED1",0,2,0.5,13,1,13,14
"213","MED2_2005Fall","MED2",0,2,0.545454545454545,10,1,10,11
"214","MED2_2005Spring","MED2",0,2,0.5,9,1,9,10
"215","PC08_2005Winter","PC8",2,4,0.217391304347826,20,0.956521739130435,19,23
"216","PC16_site8_200104","PC8",3,4,0.166666666666667,39,0.976190476190476,39,42
"217","R1_200609022","R1",0,4,0.476190476190476,19,1,19,21
"218","R1_200704025","R1",0,4,0.346153846153846,25,1,26,26
"219","R1_200804028","R1",0,2,0.636363636363636,10,1,10,11
"220","R1_200904022","R1",0,3,0.533333333333333,13,1,13,15
"221","R1_201005019","R1",1,3,0.5,14,1,13,16
"222","R1_20110609","R1",2,6,0.368421052631579,17,1,13,19
"223","R11_20061025","R11",0,0,1,2,1,2,2
"224","R11_200704024","R11",0,2,0.454545454545455,10,1,11,11
"225","R11_200804028","R11",0,0,0.6,5,1,5,5
"226","R11_200904023","R11",0,0,0.333333333333333,5,1,6,6
"227","R11_201005018","R11",0,0,0.285714285714286,7,1,7,7
"228","R11_20110505","R11",0,0,0.285714285714286,7,1,7,7
"229","R13_200609021","R13",1,6,0.375,21,1,20,24
"230","R13_200704023","R13",1,8,0.296296296296296,24,1,23,27
"231","R13_200804028","R13",0,3,0.4,8,1,8,10
"232","R13_200904023","R13",1,4,0.5,16,1,14,18
"233","R13_201005019","R13",1,3,0.384615384615385,10,1,11,13
"234","R13_20110608","R13",1,3,0.4375,15,1,13,16
"235","R2_200609022","R2",1,4,0.454545454545455,20,1,18,22
"236","R2_200704025","R2",1,8,0.32258064516129,28,1,28,31
"237","R2_200804028","R2",1,3,0.615384615384615,12,1,11,13
"238","R2_200904022","R2",1,2,0.642857142857143,12,1,13,14
"239","R2_201005019","R2",0,3,0.5,16,1,16,18
"240","R2_20110608","R2",2,3,0.388888888888889,15,1,14,18
"241","R3_200609021","R3",1,5,0.473684210526316,17,1,15,19
"242","R3_200704024","R3",1,7,0.269230769230769,23,1,24,26
"243","R3_200804028","R3",1,2,0.384615384615385,10,1,12,13
"244","R3_200904023","R3",0,4,0.409090909090909,18,1,19,22
"245","R3_201005018","R3",1,5,0.368421052631579,16,1,15,19
"246","R3_20110603","R3",0,3,0.4,12,1,12,15
"247","R4_200609021","R4",1,6,0.384615384615385,23,1,22,26
"248","R4_200704024","R4",1,5,0.333333333333333,23,1,23,24
"249","R4_200804028","R4",1,3,0.35,17,1,18,20
"250","R4_200904023","R4",1,2,0.529411764705882,13,1,16,17
"251","R4_201005018","R4",0,3,0.428571428571429,17,1,19,21
"252","R4_20110607","R4",1,3,0.473684210526316,15,1,16,19
"253","R7_200609022","R7",0,3,0.411764705882353,16,1,15,17
"254","R7_200704024","R7",0,5,0.260869565217391,22,1,22,23
"255","R7_200804028","R7",0,2,0.5,7,1,7,8
"256","R7_200904023","R7",0,1,0.461538461538462,11,1,13,13
"257","R7_201005020","R7",0,1,0.6,9,1,10,10
"258","R7_20110608","R7",0,2,0.466666666666667,14,1,13,15
"259","R9_200704025","R9",1,8,0.3125,30,1,30,32
"260","R9_200804028","R9",0,1,0.5,11,1,12,12
"261","R9_200904022","R9",0,2,0.363636363636364,10,1,9,11
"262","R9_201005020","R9",0,3,0.4375,15,1,14,16
"263","R9_20110609","R9",0,3,0.3,18,1,17,20
"264","RL1_200609022","R1",0,2,0.416666666666667,12,1,11,12
"265","RL2_200609022","R2",0,2,0.428571428571429,13,1,13,14
"266","RL3_200609022","R3",0,0,0.857142857142857,7,1,7,7
"267","RL4_200609022","R4",0,0,0.555555555555556,8,1,9,9
"268","SC14_1_20100502","SC14",2,7,0.214285714285714,23,0.964285714285714,24,28
"269","SC14_200110","SC14",7,18,0.152173913043478,41,0.978260869565217,35,46
"270","SC14_2002Fall","SC14",6,19,0.25531914893617,44,0.957446808510638,35,47
"271","SC14_2002Spring","SC14",9,18,0.2,45,0.98,39,50
"272","SC14_2003Fall","SC14",6,18,0.239130434782609,45,0.978260869565217,36,46
"273","SC14_2003Spring","SC14",6,12,0.142857142857143,31,0.942857142857143,29,35
"274","SC14_2005Winter","SC14",6,14,0.121212121212121,29,0.96969696969697,25,33
"275","SC14_2006","SC14",5,11,0.125,21,0.958333333333333,18,24
"276","SC14_20090519","SC14",5,16,0.222222222222222,41,0.955555555555556,38,45
"277","SC14_HTB_20110608","SC14",5,17,0.0833333333333333,34,0.972222222222222,25,36
"278","SC22_1_20100502","SC22",1,5,0.208333333333333,21,0.958333333333333,23,24
"279","SC22_2_20100502","SC22",1,8,0.173913043478261,21,0.956521739130435,21,23
"280","SC22_2006","SC22",5,14,0.133333333333333,27,0.966666666666667,23,30
"281","SC22_20090527","SC22",2,11,0.272727272727273,30,0.96969696969697,27,33
"282","SC22_HTB_20110617","SC22",4,12,0.214285714285714,25,0.964285714285714,22,28
"283","SC22_HTB_dup_20110617","SC22",2,10,0.181818181818182,29,0.96969696969697,28,33
"284","SMC01172_dup_SCCWRP_20090624","SMC01172",3,7,0.153846153846154,37,1,37,39
"285","SMC01172_SCCWRP_20090624","SMC01172",4,8,0.195121951219512,40,1,37,41
"286","SMC01384_SCCWRP_20090629","SMC01384",1,9,0.257142857142857,32,1,30,35
"287","SMC01550_SCCWRP_20090625","SMC01550",3,9,0.13953488372093,42,1,40,43
"288","SMC01640_SCCWRP_20090629","SMC01640",0,4,0.0833333333333333,12,1,12,12
"289","STC14_2008","SC14",2,9,0.222222222222222,23,1,21,27
"290","STC16_2002Spring","STC16",1,5,0.235294117647059,31,1,30,34
"291","STC16_2006","STC16",2,3,0.24,23,1,21,25
"292","TC17_2002Spring","TR17",1,3,0.405405405405405,35,1,35,37
"293","TC17_2003Spring","TR17",0,2,0.444444444444444,16,1,17,18
"294","TR10_site17_200104","TR17",0,3,0.571428571428571,20,1,19,21
"295","TR17_1_20100504","TR17",0,1,0.692307692307692,12,1,13,13
"296","TR17_2005Winter","TR17",0,1,0.636363636363636,10,1,11,11
"297","TR17_2006","TR17",0,2,0.565217391304348,21,1,21,23
"298","TR17_20090603","TR17",0,1,0.55,17,1,19,20
"299","TR17_HTB_20110621","TR17",0,2,0.4375,13,1,15,16
"300","TRI_2005Fall","TRI",0,1,0.5,11,1,12,12
"301","TRI_2005Spring","TRI",0,2,0.588235294117647,16,1,16,17
"302","WC15_site10_200104","WC10",2,4,0.285714285714286,19,0.952380952380952,19,21
"303","WCC10_2003Spring","WC10",3,4,0.09375,28,1,30,32
